ticker,sector,industry,earnings_date,currency,curr_price_date,foll_price_date,current_price,following_price,percent_change,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
O,Real Estate,Equity Real Estate Investment Trusts (REITs),2017-12-31,USD,2018-01-05,2018-12-07,44.6406,55.7037,0.24782597008104726,3170380000,1215768000,87997000,69480000,3082383000,58446000,None,87997000,None,-247413000,None,247413000,1123798000,-42426000,None,498788000,324842000,6044000,289839000,3117239000,318798000,572255000,1060178000,318798000,875850000,244200000,166976000,26105774,None,498788000,1413270000,-92000,None,319318000,-1254507000,375118000,1308041000,None,None,None,695462000,689294000,6168000,704938000,1465000000,None,704938000,None,-3539000,None,14058166000,6898000,6898000,6898000,6674000,None,5290300000,4080400000,None,1209900000,1194930000,14970000,12669825000,6674000,8179000,27704000,12684945000,6667458000,170322000,None,None,None,110000000,6497136000,5326000,881227000,441900000,None,881227000,60799000,5615909000,7371501000,None,-2252763000,9624264000,284213685
DD,Materials,Chemicals,2017-12-31,USD,2018-01-05,2018-12-07,144.5521,103.0188,-0.28732408591781095,12693000000,11672000000,-1021000000,9558000000,-4341000000,1615000000,657000000,9584000000,147000000,-247000000,427000000,247000000,-271000000,147000000,555000000,1013000000,-599000000,-1758000000,0,1669000000,1967000000,-352000000,661000000,1159000000,-765000000,2998000000,None,2631000000,9949000000,1060000000,551000000,320000000,9629000000,1291000000,14325000000,-6554000000,-2248000000,1000000000,1000000000,None,3394000000,3394000000,None,66000000,499000000,None,-481000000,453000000,6831000000,297000000,191907000000,49893000000,13438000000,14394000000,16992000000,16893000000,165174000000,36247000000,37057000000,68094000000,33274000000,34820000000,10429000000,9447000000,956000000,1614000000,3454000000,90237000000,26128000000,12861000000,2606000000,4015000000,1948000000,64109000000,None,32123000000,2067000000,34175000000,34071000000,12979000000,9206000000,100330000000,1000000000,29211000000,23000000,780485000
ING,Financials,Banks,2017-12-31,EUR,2018-01-05,2018-12-07,16.7288,10.1915,-0.3907811678064177,92438331268.01,17616000000,999999999999999999.99,999999999999999999.99,41442172119.64,5789000000,0,50996159148.37,None,12813000000,43890000000,30244000000,None,0,None,520000000,7268000000,2281000000,None,5546000000,None,37430000000,37950000000,4905000000,-5253000000,None,None,None,None,520000000,264000000,0,0,None,11754000000,-3948000000,None,None,None,None,2564000000,2564000000,None,None,None,None,7000000,None,0,0,846216000000,158887000000,15949000000,15949000000,999999999999999999.99,None,0,1801000000,0,653000000,653000000,816000000,None,201151000000,9737000000,28449000000,-106317000000,795095000000,702302000000,None,None,None,0,0,0,67667000000,230599685831.16,None,126704000000,48433000000,0,50406000000,-15000000,28999000000,39000000,3892857143
MSI,Information Technology,Communications Equipment,2017-12-31,USD,2018-01-05,2018-12-07,85.9134,120.8606,0.4067724010457043,3024000000,6380000000,3356000000,3356000000,1284000000,1025000000,568000000,1888000000,14000000,-215000000,14000000,215000000,-16000000,-10000000,192000000,151000000,1072000000,1227000000,215000000,-155000000,-400000000,1287000000,1438000000,-155000000,1346000000,269000000,57000000,160000000,207000000,343000000,227000000,60000000,46000000,-151000000,-448000000,-722000000,None,483000000,483000000,None,308000000,307000000,None,82000000,None,None,-401000000,None,238000000,62000000,8208000000,3950000000,1205000000,1205000000,327000000,1541000000,3406000000,856000000,1593000000,1799000000,861000000,938000000,247000000,247000000,None,256000000,333000000,13655000000,2931000000,593000000,782000000,52000000,52000000,9192000000,None,6728000000,52000000,4419000000,6728000000,1094000000,2585000000,-1742000000,None,467000000,2000000,161200000
DLR,Real Estate,Equity Real Estate Investment Trusts (REITs),2017-12-31,USD,2018-01-05,2018-12-07,97.7739,102.884,0.05226445912457213,615283000,2457928000,1842645000,759616000,451295000,161441000,None,2006633000,None,-258642000,3655000,258642000,1816993000,3655000,None,842464000,256160000,7901000,256652000,472565000,275432000,514802000,1357266000,248259000,1023305000,264005000,None,-16384000,17163000,1770000,1566383000,-73717000,None,256267000,-1357153000,321200000,2140930000,None,182500000,182500000,715209000,646407000,68802000,405437000,104000000,None,228809000,None,-12648000,3793000,21404345000,51000,51000000,51000,None,None,4538581000,1147491000,None,3391090000,1495000000,3389595000,13841186000,13841186000,13130000,152668000,14239026000,10300993000,1735958000,None,None,None,550946000,249465000,None,6677339000,550946000,8698464000,6677339000,204794000,254498000,10349081000,None,-2055552000,2044000,205470300
STM,Information Technology,Semiconductors & Semiconductor Equipment,2017-12-31,USD,2018-01-05,2018-12-07,22.4314,12.9447,-0.4229205488734542,3268000000,8347000000,5079000000,5079000000,993000000,-983000000,-1302000000,2221000000,None,-22000000,-40000000,52000000,None,None,None,650000000,953000000,-143000000,None,810000000,None,719000000,1369000000,810000000,1707000000,None,None,None,None,650000000,1372000000,None,-94000000,None,-1468000000,-136000000,None,None,None,None,214000000,214000000,None,None,None,None,-297000000,None,None,None,8956000000,5099000000,1759000000,1759000000,1335000000,None,3857000000,3094000000,None,209000000,209000000,123000000,None,77000000,431000000,425000000,354000000,4214000000,1011000000,None,None,None,118000000,957000000,None,1583000000,118000000,None,236000000,362000000,215000000,5404000000,-132000000,973000000,1157000000,884000000
VLO,Energy,"Oil, Gas & Consumable Fuels",2017-12-31,USD,2018-01-05,2018-12-07,76.5308,63.9041,-0.1649884752282741,4505000000,93980000000,89475000000,95948000000,3563000000,835000000,None,948000000,None,-468000000,-468000000,468000000,54000000,112000000,1300000000,52000000,3116000000,-949000000,468000000,4156000000,4535000000,3584000000,3636000000,4065000000,5482000000,457000000,None,2524000000,1235000000,1950000000,1948000000,870000000,516000000,4156000000,-2382000000,-2272000000,None,1372000000,1372000000,None,1242000000,1242000000,None,None,380000000,None,-1326000000,None,1034000000,206000000,50158000000,19312000000,5850000000,5850000000,6384000000,6922000000,32191000000,27480000000,12530000000,142000000,142000000,0,530000000,530000000,None,156000000,3366000000,28167000000,11071000000,8348000000,None,122000000,122000000,13210000000,None,8310000000,122000000,None,8310000000,2601000000,2729000000,21991000000,13315000000,29200000000,7000000,436000000
AZO,Consumer Discretionary,Specialty Retail,2017-08-26,USD,2017-09-01,2018-08-03,538.77,721.38,0.3389386936911855,5739620000,10888676000,5149056000,5149056000,2080069000,3659551000,None,3668051000,3502000,-159329000,3502000,159329000,None,None,None,8500000,1925489000,644620000,159329000,1280869000,1333841000,2084818000,2093318000,1280869000,1570612000,754017000,None,78955000,229012000,323051000,553832000,-7795000,236807000,1280869000,-553599000,-914329000,-42400000,1071649000,1071649000,None,None,None,None,None,600000000,None,-1016963000,None,103536000,852000,9259781000,4611255000,293270000,293270000,3882086000,280733000,4674403000,4031018000,2842175000,444386000,52499000,391887000,100873000,82300000,18573000,155166000,190313000,10511519000,4766301000,4168940000,None,48134000,48134000,5557606000,48134000,11365300000,48134000,5081238000,5105100000,143004000,469508000,-1428377000,618391000,-1642387000,287000,27833000
NUE,Materials,Metals & Mining,2017-12-31,USD,2018-01-05,2018-12-07,60.7233,52.4193,-0.13675146113600548,2569407000,20065111000,18461717000,17682986000,824663000,687531000,None,778731000,13702000,-187282000,13702000,187282000,20252393000,41661000,635833000,91200000,1688074000,369386000,187282000,1380571000,1381850000,1875356000,1966556000,1318688000,1055338000,186800000,None,290865000,1230447000,727061000,448555000,329501000,900946000,1380571000,-918892000,-1242306000,34872000,90304000,90304000,None,576295000,485321000,None,7070000,None,None,-79159000,None,-1096857000,9003000,15841258000,6824420000,949104000,999104000,3461686000,2028545000,9766938000,5093147000,8696824000,3110704000,914646000,2196058000,750579000,750100000,50000000,335085000,812987000,6756470000,2824764000,1181346000,None,552833000,52833000,3584842000,None,3742642000,500000000,3242242000,3795475000,1090585000,None,8739036000,1643291000,8463709000,151960000,319201000
LULU,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",2017-01-29,USD,2017-02-03,2018-01-05,66.39,79.43,0.1964151227594518,1199617000,2336092000,1984940000,1144775000,421152000,778465000,None,779165000,None,None,None,None,-8300000,1577000,87000000,700000,422729000,119348000,None,303381000,340084000,421152000,421852000,303381000,386392000,138873000,None,30480000,18159000,87697000,149511000,None,5403000,303381000,-149511000,-26611000,None,29327000,29327000,None,None,None,None,None,None,None,-22420000,None,233364000,23094000,1657541000,1162737000,734846000,734846000,298432000,9200000,468548000,423499000,278325000,24557000,324000,24233000,None,None,None,120259000,20492000,297568000,241990000,24846000,None,None,None,56119000,None,None,None,None,None,79055000,48316000,1359973000,None,1294214000,637000,127304000
BBVA,Financials,Banks,2017-12-31,USD,2018-01-05,2018-12-07,7.4586,4.7163,-0.3676695358378247,154142860754.92,28003000000,999999999999999999.99,999999999999999999.99,56680636835.27,11884000000,0,15300000000,None,17758000000,29296000000,11535000000,None,0,None,1387000000,6931000000,2169000000,None,4762000000,None,17223000000,18610000000,3519000000,2055000000,None,None,None,None,1387000000,1341000000,0,0,None,2902000000,-98000000,None,None,None,None,1698000000,1698000000,None,None,None,None,-1674000000,None,0,0,690059000000,674599000000,42836000000,42836000000,5282000000,None,15460000000,6996000000,0,2402000000,2402000000,6062000000,None,162561000000,69475000000,560280000000,-126592000000,636737000000,542982000000,None,None,None,0,0,0,63915000000,999999999999999999.99,None,63916000000,33501000000,0,46343000000,-96000000,25474000000,3267000000,7331250000
RACE,Consumer Discretionary,Automobiles,2017-12-31,EUR,2018-01-05,2018-12-07,109.0212,102.6626,-0.05832443598125865,1766030000,3416890000,1650860000,1650860000,779846000,329065000,657119000,986184000,None,-29260000,6437000,-22161000,None,0,None,260606000,746156000,208760000,None,537396000,None,744153000,1004759000,535393000,662799000,None,None,None,None,260606000,391410000,0,-88483000,None,-379440000,-85065000,None,None,None,None,119985000,119985000,None,None,None,None,0,None,0,0,4141104000,2081077000,647706000,647706000,393765000,None,2060027000,653500000,0,440456000,440456000,785182000,None,30038000,3997000,40680000,710260000,3357168000,713689000,None,None,None,0,2643479000,0,1806181000,2809028928.93,None,1806181000,106184000,211543000,778678000,0,746341000,2504000,189759000
BCS,Financials,Banks,2017-12-31,USD,2018-01-05,2018-12-07,9.3085,6.8338,-0.2658537895471881,514826622985.38,21073000000,999999999999999999.99,999999999999999999.99,131596724362.04,2449000000,0,14673000000,None,9845000000,13631000000,3786000000,None,0,None,1241000000,3541000000,2240000000,None,1301000000,None,4104000000,5345000000,-1922000000,60711000000,None,None,None,None,1241000000,1456000000,0,0,None,3502000000,961000000,None,None,None,None,1273000000,1273000000,None,None,None,None,-1919000000,None,0,0,1133248000000,1122943000000,173235000000,173235000000,0,None,10305000000,2456000000,0,3950000000,3950000000,3899000000,None,527344000000,3062411907615.30,1122943000000,-413127000000,1067232000000,946809000000,None,None,None,0,0,0,60826000000,1667290784726.20,None,168768000000,108920000000,0,63905000000,0,27536000000,4265000000,4249000000
GIS,Consumer Staples,Food Products,2017-05-28,USD,2017-06-02,2018-05-04,48.3071,37.0767,-0.23247928358357253,5563800000,15311200000,13039900000,10052000000,2492100000,2888800000,218200000,3215600000,7000000,-295100000,7000000,295100000,-13500000,85000000,None,603600000,2312700000,655200000,295100000,1701100000,2025200000,2607800000,3218400000,1657500000,2415200000,457700000,None,-117900000,114100000,603600000,684400000,69200000,61500000,1701100000,-646900000,-1747400000,962400000,1651500000,1651500000,None,1135100000,1135100000,None,0,1072100000,None,-1538900000,None,2400000,-18500000,21812600000,4061400000,766100000,766100000,1483600000,1430100000,18401400000,3687700000,5838900000,13277600000,4530400000,8747200000,780700000,505300000,None,381600000,785900000,16216200000,5330800000,2119800000,None,1838800000,1234100000,11047700000,None,160200000,604700000,7642900000,1394300000,1372200000,1523100000,4327900000,7762900000,13138900000,75500000,579000000
GPN,Information Technology,IT Services,2017-12-31,USD,2018-01-05,2018-12-07,102.1741,102.4758,0.0029528031076369744,175892000,3975163000,3799271000,1928037000,558868000,1488258000,None,1871234000,None,-174300000,8662000,174300000,3975163000,8662000,113273000,382976000,367038000,-101387000,174300000,494083000,607998000,558868000,924314000,468425000,512388000,154200000,None,146327000,60535000,451151000,181905000,14096000,None,494070000,-736025000,352305000,221532000,34811000,34811000,None,0,6732000,None,None,1994324000,None,10115000,None,173076000,44408000,12998069000,4303579000,1335855000,1335855000,None,301887000,8690015000,588348000,314336000,7885699000,2181707000,5703992000,None,9202000,None,2665837000,207297000,9032838000,3815590000,47391000,101029000,100308000,37961000,5204102000,None,4659716000,100308000,4559408000,4697677000,2534611000,220961000,3794527000,None,1597897000,0,159180317
XEL,Utilities,Electric Utilities,2017-12-31,USD,2018-01-05,2018-12-07,41.4593,48.339,0.16593864344067555,6873000000,11404000000,4531000000,3757000000,2223000000,602000000,None,779000000,None,-663000000,19000000,663000000,11404000000,-10000000,None,2000000,1690000000,542000000,628000000,1148000000,1155000000,2353000000,2355000000,1148000000,3126000000,616000000,None,-194000000,29000000,2000000,3244000000,34000000,3000000,1148000000,-3296000000,168000000,422000000,3000000,3000000,None,721000000,721000000,None,0,1518000000,None,-3000000,None,-2000000,None,43030000000,2973000000,83000000,83000000,610000000,797000000,37914000000,34329000000,15000000000,None,None,None,695000000,254000000,None,719000000,278000000,31575000000,4088000000,1243000000,None,1271000000,814000000,27487000000,None,3329000000,457000000,None,4143000000,501000000,145000000,11455000000,None,4413000000,1269000000,507762881
RMD,Health Care,Health Care Equipment & Supplies,2017-06-30,USD,2017-07-07,2018-06-08,72.8173,102.8996,0.4131202337905965,1201745000,2066737000,864992000,864992000,425798000,553968000,144467000,775947000,17085000,-28236000,17085000,28236000,5434000,4096000,None,46600000,418743000,76459000,28236000,342284000,375883000,446979000,493579000,342284000,414053000,36696000,None,34576000,124460000,112157000,71476000,63604000,41599000,342284000,-81890000,-262867000,None,None,None,None,186346000,186346000,None,38320000,450000000,None,30161000,None,90501000,21205000,3468487000,1644003000,821935000,821935000,268319000,450530000,1824484000,394241000,456299000,1326674000,261800000,1064874000,38324000,38324000,None,103219000,42066000,1508221000,360126000,92763000,105153000,None,1078611000,1148095000,None,1078611000,1078611000,1078611000,1078611000,51918000,2427000,1960266000,1546611000,2316237000,569000,142174724
APO,Financials,Diversified Financial Services,2017-12-31,USD,2018-01-05,2018-12-07,27.8092,22.3878,-0.1949498727039973,1574768000,2610173000,1035405000,1035405000,1316910000,257858000,0,257858000,None,-46452000,6421000,52873000,None,519460000,None,18379000,1769584000,325945000,None,1443639000,None,1007922000,1026301000,629104000,808258000,None,None,None,None,18379000,8529000,-643092000,0,None,-417014000,-453635000,None,None,None,None,380238000,380238000,None,None,None,None,-18463000,None,-62391000,None,6991070000,3181532000,844185000,844185000,0,None,3809538000,19184000,None,18842000,18842000,88852000,None,2095553000,364649000,-171232000,53279000,4093274000,1810646000,None,None,None,370864000,2282628000,None,1362402000,2366002000,None,2364465000,1242763000,925645000,1462926000,0,-379460000,0,192581693
